Export MPAN / MSID,Import MPAN / MSID,Customer Name,Customer Site,Address Line 1,Address Line 2,Town/ City,County,Postcode,Country,Location (X-coordinate):_Eastings (where data is held),Location (y-coordinate):_Northings (where data is held),Grid Supply Point,Bulk Supply Point,Primary,Point of Connection (POC)_Voltage (kV),Licence Area,Energy Source 1,Energy Conversion Technology 1,CHP Cogeneration (Yes/No),Storage Capacity 1 (MWh),Storage Duration 1 (Hours),Energy Source & Energy Conversion Technology 1 - Registered Capacity (MW),Energy Source 2,Energy Conversion Technology 2,CHP Cogeneration 2 (Yes/No),Storage Capacity 2 (MWh),Storage Duration 2 (Hours),Energy Source & Energy Conversion Technology 2 - Registered Capacity (MW),Energy Source 3,Energy Conversion Technology 3,CHP Cogeneration 3 (Yes/No),Storage Capacity 3 (MWh),Storage Duration 3 (Hours),Energy Source & Energy Conversion Technology 3 - Registered Capacity (MW),Flexible Connection (Yes/No),Connection Status,Already connected Registered Capacity (MW),Already Connected - Maximum Export Capacity (MW),Already Connected - Maximum Export Capacity (MVA),Already Connected - Maximum Import Capacity (MW),Already Connected - Maximum Import Capacity (MVA),Date Connected,Accepted to Connect Registered Capacity (MW),Accepted to Connect - Change to Maximum Export Capacity (MW),Accepted to Connect - Change to Maximum Export Capacity (MVA),Accepted to Connect - Change to Maximum Import Capacity (MW),Accepted to Connect - Change to Maximum Import Capacity (MVA),Date Accepted,Target Energisation Date,Distribution Service Provider (Y/N),Transmission Service Provider (Y/N),Reference,In a Connection Queue (Y/N),Distribution Reinforcement Reference,Transmission Reinforcement Reference,Last Updated,Longitude,Latitude,SpatialCoordinates_Customer,SiteFunctionalLocation,Primary Resource Type_Group
Data not available,,AMP,(ANM) Land at Dunhams Lane,,,Letchworth Garden City,Herts,SG6 1JH,England,522975,233160,WYMONDLEY MAIN 132kV,LETCHWORTH GRID 132/33kV,LETCHWORTH FACTORY 33/11kV,11kV,Eastern Power Networks (EPN),Battery storage,Battery,,,,5.058,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,5.058,5.058,5.324,5.085,5.353,2020-11-17,,,,,,,,2021-10-14,-0.210740295436481,51.9832986959395,"51.9832986959395,-0.210740295436481",EPN-S0000000H8054,Storage
Data not available,,Low Carbon,BIRCH ROAD,,,COLCHESTER,Essex,CO2 0EJ,England,596434,220163,RAYLEIGH MAIN 132KV,,,132kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,70.0,Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,,,,,,,,No,Accepted to Connect,,,,,,,70.0,70.0,73.684,30.0,31.579,2020-08-14,,,,,,,,2021-12-14,0.850343641771872,51.8454999265566,"51.8454999265566,0.850343641771872",EPN-S0000000C7057,Solar PV
Data not available,,Voltalia UK ltd,(ANM) ABBOTSLEY ROAD,,,ST. NEOTS,Cambs,PE19 6SZ,England,534431,259596,BURWELL MAIN GRID 132kV,,,132kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,65.0,Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,,,,,,,,Yes,Accepted to Connect,,,,,,,65.0,65.0,68.421,10.7,11.263,2020-12-10,,,,,,,,2021-12-14,-0.0336070838309685,52.2181821354027,"52.2181821354027,-0.0336070838309685",EPN-S0000000C7057,Solar PV
Data not available,,Infraland,(ANM) SOUTH WOODHAM FERRERS,,,CHELMSFORD,Essex,CM3 8RA,England,579536,198013,RAYLEIGH MAIN 132KV,MALDON GRID 132/33kV,SOUTH WOODHAM PRIMARY 33kV,33kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,20.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,20.0,20.0,21.053,0.1,0.105,2020-12-10,,,,,,,,2021-02-12,0.59388401985664,51.6522380731979,"51.6522380731979,0.59388401985664",EPN-S0000000G3030,Solar PV
Data not available,,Roadnight Taylor,(ANM) MARSHES BURNHAM-ON-CROUCH,,,BURNHAM-ON-CROUCH,Essex,CM0 8NE,England,598484,196719,RAYLEIGH MAIN 132KV,FLEETHALL GRID,BURNHAM PRIMARY 33kV,33kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,17.0,Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,,,,,,,,Yes,Accepted to Connect,,,,,,,17.0,17.0,17.895,5.0,5.263,2021-12-23,,,,,,,,2021-12-14,0.866701611592741,51.6342535524824,"51.6342535524824,0.866701611592741",EPN-S0000000G3071,Solar PV
Data not available,,Road Night Taylor,(ANM) Land at Sladburys Farm,,,Clacton on Sea,Essex,CO15 4SS,England,619764,218018,BRAMFORD GRID 132kV,CLACTON GRID 132/33kV,,33kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,21.85,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,21.85,21.85,23.0,0.15,0.158,2020-12-18,,,,,,,,2021-02-12,1.18714253031971,51.8175572158889,"51.8175572158889,1.18714253031971",EPN-S0000000D3027,Solar PV
Data not available,,RNA ENERGY,Rush Green Farm,,Langley,HITCHIN,HERTS,SG4 7PQ,England,521101,223705,WYMONDLEY MAIN 132kV,STEVENAGE GRID 132/33kV,,132kV,Eastern Power Networks (EPN),Storage,Battery,,,,50.0,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,50.0,50.0,52.632,50.0,52.632,2021-01-21,,,,,,,,2021-02-12,-0.24134026380428,51.8987422174905,"51.8987422174905,-0.24134026380428",EPN-S0000000D8169,Storage
Data not available,,FES Support Services,(ANM) CHELMSFORD CM2 7TD,Southend Road,,CHELMSFORD,Essex,CM2 7TD,England,574636,202173,RAYLEIGH MAIN 132KV,CHELMSFORD EAST GRID 132/33kV,,33kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,41.8,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,41.8,41.8,44.0,0.1,0.105,2021-02-10,,,,,,,,2021-03-12,0.525205235758616,51.6911473673182,"51.6911473673182,0.525205235758616",EPN-S0000000D3057,Solar PV
Data not available,,Anglo Renewables Limited,(ANM) Stow Road,,,Kimbolton,Cambs,PE28 0LB,England,510174,269178,EATON SOCON GRID 132kV,LITTLE BARFORD 132/33kV,KIMBOLTON PRIMARY 33/11kV,11kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,6.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,6.0,6.0,6.316,0.2,0.211,2021-02-14,,,,,,,,2021-03-12,-0.385388781110786,52.3096729243584,"52.3096729243584,-0.385388781110786",EPN-S0000000H4049,Solar PV
Data not available,,AMP PLC,"(ANM) Hatfield Grid,  AL4 0QT",Dellsome Lane,,Colney Heath,Herts,AL4 0QT,England,521300,205754,ELSTREE AIS 132KV,HATFIELD GRID 132/33kV,HATFIELD PRIMARY 33/11kV,11kV,Eastern Power Networks (EPN),Energy Storage,Battery,,,,5.058,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,5.058,5.058,5.324,5.058,5.324,2021-03-18,,,,,,,,2021-05-17,-0.244729926003447,51.7373780782282,"51.7373780782282,-0.244729926003447",EPN-S0000000H8075,Storage
Data not available,,AMP Energy Services Limited,(ANM) PAYCOCKE ROAD,,,BASILDON,Essex,SS14 3HH,England,572539,190682,RAYLEIGH MAIN 132KV,NEVENDON GRID 132/33kV,GARDINERS LN PRIMARY,33kV,Eastern Power Networks (EPN),Gas,Engine (combustion / reciprocating),,,,5.07,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,5.07,5.07,5.337,0.2,0.211,2021-02-10,,,,,,,,2021-12-14,0.489236538029334,51.5885746020529,"51.5885746020529,0.489236538029334",EPN-S0000000H7096,Fossil fuel
Data not available,,Anglo Renewables Limited,(ANM) OLD LONDON ROAD,,,Maldon,Essex,CM9 6TP,England,582667,206386,RAYLEIGH MAIN 132KV,,,132kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,49.999,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,49.999,49.999,52.631,0.0,0.0,2021-02-03,,,,,,,,2021-03-12,0.643472171562545,51.7264333519988,"51.7264333519988,0.643472171562545",EPN-S0000000C7057,Solar PV
Data not available,,Renewable Connections Developments Ltd,MANOR ROAD/LONDON ROAD,,,Grays,ESSEX,RM20 4BA,England,559102,177642,WEST THURROCK GRID,Not Applicable,,33kV,Eastern Power Networks (EPN),Energy Storage,Battery,,,,49.9,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,49.9,49.9,52.526,49.9,52.526,2021-04-06,,,,,,,,2021-05-17,0.289558319758423,51.475371809397,"51.475371809397,0.289558319758423",NULL,Storage
Data not available,,Intelligent Alternatives Limited,(ANM) Land North of Bassmead Manor,Staploe,,St Neots,Cambs,PE19 5JB,England,515164,261631,EATON SOCON GRID 132kV,,,33kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,50.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,50.0,50.0,52.632,0.2,0.211,2021-02-17,,,,,,,,2021-03-12,-0.314803444036668,52.2408300123431,"52.2408300123431,-0.314803444036668",EPN-S0000000D7056,Solar PV
Data not available,,Infraland,(ANM) Land North East of Woodwalton,Raveley Road,,Huntingdon,Cambs,PE28 2QZ,England,521927,282869,EATON SOCON GRID 132kV,HUNTINGDON GRID 132/33kV,,33kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,16.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,16.0,16.0,16.842,2.2,2.316,2021-04-20,,,,,,,,2021-06-14,-0.208110312943263,52.4302155343445,"52.4302155343445,-0.208110312943263",EPN-S0000000D4068,Solar PV
Data not available,,Cambridge Power Ltd,(ANM)Third Drove,,,Peterborugh,Cambs,PE1 5QR,England,521588,298428,WALPOLE GIS 132KV,PETERBOROUGH POWER STN 132kV,,132kV,Eastern Power Networks (EPN),Storage,Battery,,,,49.99,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,49.99,49.99,52.621,49.99,52.621,2021-02-08,,,,,,,,2021-03-12,-0.207415551593704,52.5700969351457,"52.5700969351457,-0.207415551593704",EPN-S0000000C6038,Storage
Data not available,,DNO Consulting Limited,DOUBLEGATE LANE,,,WICKFORD,ESSEX,SS11 8UA,England,578049,192134,RAYLEIGH MAIN 132KV,,,132kV,Eastern Power Networks (EPN),Energy Storage,Battery,,,,99.8,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,99.8,99.8,105.053,99.8,105.053,2021-02-11,,,,,,,,2021-04-16,0.569425843922723,51.5999041785639,"51.5999041785639,0.569425843922723",EPN-S0000000C7057,Storage
Data not available,,Roadnight Taylor Ltd,"(ANM - N/A) Bucklesham,",,,Loughton,ESSEX,IP10 1PW,England,625444,242678,BRAMFORD GRID 132kV,FELIXSTOWE GRID,,33kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,22.5,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,22.5,22.5,23.684,0.2,0.211,2021-03-15,,,,,,,,2021-04-16,1.28554877903517,52.0366472212778,"52.0366472212778,1.28554877903517",EPN-S0000000M1077,Solar PV
Data not available,,Loco Gen,ANM) Green Farm,Oakley Road,Wix,Colchester,Essex,CO11 2SE,England,617086,228437,BRAMFORD GRID 132kV,LAWFORD GRID 132/33kV,,33kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,11.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,11.0,11.0,11.579,4.0,4.211,2021-05-21,,,,,,,,2021-07-14,1.15489390907097,51.9121373700461,"51.9121373700461,1.15489390907097",EPN-S0000000D3048,Solar PV
Data not available,,TAG UK,(ANM) Walpole Substation,,,Wisbech,Cambs,PE14 7JE,England,548699,316612,WALPOLE GIS 132KV,,,132kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,50.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,50.0,50.0,52.632,0.0,0.0,2021-04-27,,,,,,,,2021-05-17,0.200500958828627,52.7267177922967,"52.7267177922967,0.200500958828627",EPN-S0000000C7057,Solar PV
Data not available,,Infraland,(ANM - N/A) Land South of Sawtry Way,,,Huntingdon,Cambs,PE28 2DX,England,527800,273256,EATON SOCON GRID 132kV,HUNTINGDON GRID 132/33kV,,33kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,15.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,15.0,15.0,15.789,2.2,2.316,2021-05-11,,,,,,,,2021-06-14,-0.12544164211315,52.3425001820671,"52.3425001820671,-0.12544164211315",EPN-S0000000D4068,Solar PV
Data not available,,MVV Umwelt GmbH,(ANM) Algores Way,,,Wisbech,Cambs,PE13 2TQ,England,545865,308248,WALPOLE GIS 132KV,WALSOKEN GRID 132/33kV,,132kV,Eastern Power Networks (EPN),Fossil Gas,Steam turbine (thermal power plant),,,,62.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,62.0,62.0,65.263,26.0,27.368,2021-05-21,,,,,,,,2021-07-14,0.154864377611264,52.6523526807504,"52.6523526807504,0.154864377611264",EPN-S0000000D6077,Fossil fuel
Data not available,,Chiltern Renewables Ltd,(ANM - N/A) Coxfield Farm West,Honeydon Road,,BEDFORD,BEDS,MK44 2NB,England,510210,259480,EATON SOCON GRID 132kV,,,132kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,100.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,100.0,100.0,105.263,0.1,0.105,2021-07-19,,,,,,,,2021-09-14,-0.388025013776243,52.2225125197184,"52.2225125197184,-0.388025013776243",EPN-S0000000C7057,Solar PV
Data not available,,CX Group,(ANM) Land at Warmans Farm,Burton End,,Stansted,Essex,CM24 8UQ,England,553335,223703,PELHAM GRID 132kV,BISHOPS STORTFORD GRID 132/33kV,STANSTED AIRPORT MAIN PR 33/11kV,33kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,6.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,6.0,6.0,6.316,,,2021-07-08,,,,,,,,2021-09-14,0.226801796242025,51.8907955200466,"51.8907955200466,0.226801796242025",EPN-S0000000H7035,Solar PV
Data not available,,Biogas Technology,(ANM)Land East of B1256,,,Great Dunmow,Essex,CM6 1EW,England,563363,221292,PELHAM GRID 132kV,THAXTED GRID 132/33kV,DUNMOW PRIMARY 33/11kV,33kV,Eastern Power Networks (EPN),Fossil Gas,Steam-gas turbine (CCGT),,,,7.5,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,7.5,7.5,7.895,0.0,0.0,2021-06-03,,,,,,,,2021-07-14,0.371254199277948,51.8662909811624,"51.8662909811624,0.371254199277948",EPN-S0000000H3068,Fossil fuel
Data not available,,Low Carbon,(ANM) Minos Solar Farm,,,Stowmarket,SUFFOLK,IP14 5BL,England,608150,259930,BRAMFORD GRID 132kV,STOWMARKET GRID 132/33kV,,33kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,20.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,20.0,20.0,21.053,0.1,0.105,2021-06-30,,,,,,,,2021-07-14,1.04434460414259,52.1982895364434,"52.1982895364434,1.04434460414259",EPN-S0000000D1018,Solar PV
Data not available,,Boom Power Limited,(ANM) Firsfield Farm aka Euston Estate,,,Theftford,Norfolk,IP24 2QP,England,592980,277120,BRAMFORD GRID 132kV,THETFORD GRID 132/33kV,,132kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,46.99,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,46.99,46.99,49.463,1.0,1.053,2021-09-03,,,,,,,,2021-10-14,0.832503622579833,52.3581584523652,"52.3581584523652,0.832503622579833",EPN-S0000000D1056,Solar PV
Data not available,,CX Group,(ANM - N/A) Cobholden Farm,Bushmead Road,,St Neots,Cambs,PE19 8JD,England,515957,259000,EATON SOCON GRID 132kV,,,132kV,Eastern Power Networks (EPN),Storage battery,Battery,,,,99.99,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,99.99,99.99,105.253,99.99,105.253,2021-06-14,,,,,,,,2021-08-14,-0.304096405833935,52.2170204976356,"52.2170204976356,-0.304096405833935",EPN-S0000000C7057,Storage
Data not available,,Low Carbon,Makaira Solar Farm,Northchurch Lane,,Ashley Green,Herts,HP5 3PD,England,496564,206688,ELSTREE GIS 132KV,LYE GRN GRID 132/33kV,,33kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,20.0,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,20.0,20.0,21.053,0.0,0.0,2021-07-19,,,,,,,,2021-08-14,-0.602569013601042,51.7505760139362,"51.7505760139362,-0.602569013601042",EPN-S0000000D8162,Solar PV
Data not available,,Peters Energy Storage Facility,(ANM)Walnut Road,Walpole St Peter,,Wisbech,Cambs,PE14 7PF,England,550109,316137,WALPOLE GIS 132KV,,,132kV,Eastern Power Networks (EPN),Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,49.9,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,49.9,49.9,52.526,49.9,52.526,2021-10-29,,,,,,,,2022-02-14,0.221146392794279,52.7220618802939,"52.7220618802939,0.221146392794279",EPN-S0000000C7057,Storage
Data not available,,Peters Energy Storage Facility,(ANM)Walnut Road,Walpole St Peter,,Wisbech,Cambs,PE14 7PF,England,550048,315920,WALPOLE GIS 132KV,,,132kV,Eastern Power Networks (EPN),Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,49.9,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,49.9,49.9,52.526,49.9,52.526,2021-10-29,,,,,,,,2022-02-14,0.220144915947233,52.7201295103614,"52.7201295103614,0.220144915947233",EPN-S0000000C7057,Storage
Data not available,,Roadnight Taylor,(ANM) Low Fen Drove Way,Fen Ditton,,Horningsea,Cambs,CB25 9AT,England,550456,260927,BURWELL MAIN GRID 132kV,FULBOURN GRID 132/33kV,,132kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,49.9,Storage battery,Battery,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,49.9,49.9,52.526,10.0,10.526,2021-08-26,,,,,,,,2021-10-14,0.201381990474593,52.2260002355912,"52.2260002355912,0.201381990474593",EPN-S0000000D4084,Solar PV
Data not available,,Low Carbon,(ANM) St Cleres Solar Farm,,,Chelmsford,Essex,CM2 7RY,England,575971,205282,RAYLEIGH MAIN 132KV,CHELMSFORD EAST GRID 132/33kV,,33kV,Eastern Power Networks (EPN),Storage battery,Battery,,,,5.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,5.0,5.0,5.263,5.0,5.263,2021-08-12,,,,,,,,2021-10-14,0.546067246914691,51.7186567313566,"51.7186567313566,0.546067246914691",EPN-S0000000D3057,Storage
Data not available,,Pathfinder CE,(ANM) Land west of B1066,Boxted,,Bury St Edmunds,Suffolk,IP29 4LE,England,0,0,PELHAM GRID 132kV,BELCHAMP GRID 132/33kV,BOXTED PRIMARY 33/11kV,33kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,27.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,27.0,27.0,28.421,0.0,0.0,2021-09-20,,,,,,,,2021-12-14,,,,EPN-S0000000G3025,Solar PV
Data not available,,Vital Energi,WATFORD ROAD,,,Harrow,MIDDLESEX,HA1 3UJ,England,0,0,WATFORD SOUTH 132kV,HARROW NORTH GRID 132/33kV,SUDBURY COURT PRIMARY 33/11kV,,Eastern Power Networks (EPN),Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,2.0,,,,,,,,,,,,,No,Accepted to Connect,,,,,,,2.0,2.0,2.105,2.0,2.105,2021-10-28,,,,,,,,2022-02-14,,,,EPN-S0000000G8149,Storage
Data not available,,Renewable Energy Systems,ANM Boxted Hall,New Road,Boxted,Bury St Edmunds,Suffolk,IP29 4JT,England,582768,250570,PELHAM GRID 132kV,BELCHAMP GRID 132/33kV,BOXTED PRIMARY 33/11kV,33kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,20.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,20.0,20.0,21.053,0.1,0.105,2021-09-28,,,,,,,,2021-11-12,0.668374130869201,52.1232230749789,"52.1232230749789,0.668374130869201",EPN-S0000000G3025,Solar PV
Data not available,,Serruys Property Company Ltd,(ANM - N/A) THE OLD PUMPHOUSE,,,Norwich,Norfolk,NR14 8SZ,England,0,0,NORWICH MAIN 132kV,TROWSE GRID 132kV,,132kV,Eastern Power Networks (EPN),Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,150.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,150.0,150.0,157.895,150.0,157.895,2021-11-09,,,,,,,,2021-12-14,,,,EPN-S0000000C5084,Storage
Data not available,,UCP Choice,(ANM) Lovelands Farm,Bakers Road,,Sudbury,Suffolk,CO10 7DF,England,578720,243031,PELHAM GRID 132kV,BELCHAMP GRID 132/33kV,,33kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,29.7,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,29.7,29.7,31.263,0.0,0.0,2021-10-05,,,,,,,,2021-11-12,0.605361005227933,52.0568359637983,"52.0568359637983,0.605361005227933",EPN-S0000000D1011,Solar PV
Data not available,,RNA-Energy Ltd,Land at Redcoats Farm,,,Hitchin,Herts,SG4 7UW,England,0,0,WYMONDLEY MAIN 132kV,WYMONDLEY GRID 132/33kV,,33kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,25.0,Storage battery,Battery,,,,,,,,,,,No,Accepted to Connect,,,,,,,25.0,25.0,26.316,12.5,13.158,2021-07-19,,,,,,,,2021-10-14,,,,EPN-S0000000D8109,Solar PV
Data not available,,Low Carbon,(ANM - N/A) St. Neots,,,St Neots,Cambs,PE19 6XJ,England,518928,258002,EATON SOCON GRID 132kV,LITTLE BARFORD 132/33kV,,33kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,20.0,Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,,,,,,,,Yes,Accepted to Connect,,,,,,,20.0,20.0,21.053,6.0,6.316,2021-11-25,,,,,,,,2022-01-17,-0.260980060558863,52.2074195952311,"52.2074195952311,-0.260980060558863",EPN-S0000000D4055,Solar PV
Data not available,,Aura Power,(ANM) Land at Great Wheatley Farm,,,Rayleigh,Essex,SS6 9TU,England,579728,190948,RAYLEIGH MAIN 132KV,RAYLEIGH LOCAL 132/33kV,,33kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,10.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,10.0,10.0,10.526,0.0,0.0,2021-08-02,,,,,,,,2021-10-14,0.593035062117662,51.5887185890255,"51.5887185890255,0.593035062117662",EPN-S0000000D7056,Solar PV
Data not available,,Blue Stone Energy,(ANM) Land at Bannister Green,,,Dunmow,Essex,CM6 3NJ,England,0,0,BRAINTREE 132kV,,,132kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,98.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,98.0,98.0,103.158,0.98,1.032,2021-11-10,,,,,,,,2021-12-14,,,,EPN-S0000000C7057,Solar PV
Data not available,,Renewable Power Systems,Church Lane,,,Colchester,Essex,CO3 8LS,England,594184,223116,RAYLEIGH MAIN 132KV,ABBERTON GRID 132/33kV,SHRUB END PRIMARY 33/11kV,11kV,Eastern Power Networks (EPN),Fossil Gas,Steam-gas turbine (CCGT),,,,2.5,,,,,,,,,,,,,No,Connected,2.5,2.5,2.632,0.063,0.066,2021-09-24,,,,,,,,,,,,,,2021-12-14,0.819380125941859,51.8728043752782,"51.8728043752782,0.819380125941859",EPN-S0000000H3076,Fossil fuel
Data not available,,RES Group,(ANM) Land at Grange Farm,Little Common,Ringsfield,Beccles,Suffolk,NR34 8NY,England,638762,288455,BRAMFORD GRID 132kV,ILKETSHALL GRID 132/33kV,,33kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,40.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,40.0,40.0,42.105,,,2021-12-23,,,,,,,,2022-01-17,1.51165536440098,52.4418622567811,"52.4418622567811,1.51165536440098",EPN-S0000000D5089,Solar PV
Data not available,,Low Carbon,(ANM) Aylesbury Solar Farm,The Green,Hulcott,Aylesbury,Beds,HP22 5AX,England,0,0,SUNDON 132kV,AYLESBURY EAST GRID 132/33kV,,33kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,30.0,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,30.0,30.0,31.579,0.0,0.0,2022-01-12,,,,,,,,2022-02-14,,,,EPN-S0000000D8002,Solar PV
Data not available,,Certus Utility,(ANM) Checkley Wood,Hockliffe,,Leighton Buzzard,Beds,LU7 9LG,England,0,0,SUNDON 132kV,SUNDON 132/33kV,LEIGHTON BUZZARD PRIMARY 33/11kV,11kV,Eastern Power Networks (EPN),Wind,Onshore wind turbines,,,,4.1,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,4.1,4.1,4.316,0.9,0.947,2021-10-22,,,,,,,,2022-01-17,,,,EPN-S0000000H8037,Wind
Data not available,,Pathfinder Clean Energy (PACE) UKDev Ltd,(ANM) East of Guanockgate Road,Gorefield,,Wisbech,Cambs,PE13 4PL,England,0,0,WALPOLE GIS 132KV,,,132kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,78.0,Stored Energy (all stored energy irrespective of the original energy source),Storage - Electrochemical  (Batteries),,,,,,,,,,,Yes,Accepted to Connect,,,,,,,78.0,78.0,82.105,30.0,31.579,2022-01-17,,,,,,,,2022-02-14,,,,EPN-S0000000C7057,Solar PV
Data not available,,Green Switch Capital Limited,(ANM) Lark Hill,,,Rochford,ESSEX,SS4 3SA,England,0,0,RAYLEIGH MAIN 132KV,,,132kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,49.9,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,49.9,49.9,52.526,0.1,0.105,2022-01-20,,,,,,,,2022-02-14,,,,EPN-S0000000C7057,Solar PV
Data not available,,Low Carbon,(ANM) Snipe Solar Farm,,,Rochford,Essex,SS4 3LT,England,0,0,RAYLEIGH MAIN 132KV,,,132kV,Eastern Power Networks (EPN),Solar,Photovoltaic,,,,9.9,,,,,,,,,,,,,Yes,Accepted to Connect,,,,,,,9.9,9.9,10.421,,,2021-12-17,,,,,,,,2022-01-17,,,,EPN-S0000000C7057,Solar PV
1200010261380,,Tate & Lyle Industries Ltd,FACTORY RD,,,ROYAL DOCKS,LONDON,E16 2HL,England,542502,179984,West Ham 132kV,-,Silvertown,6.6,London Power Networks (LPN),Fossil Gas,Steam-gas turbine (CCGT),,,,23.394,,,,,,,,,,,,,No,Connected,23.394,23.394,29.242,,,1998-04-01,,,,,,,,,,,,,,2020-11-13,0.0516495606444663,51.5008376801201,"51.5008376801201,0.0516495606444663",LPN-S000000000684,Fossil fuel
1200010260136,,London Borough of Southwark,Coniston House {Boiler Room),Wyndham Housing Estate,WYNDHAM ROAD,Camberwell,LONDON,SE5 0UF,England,532205,177251,New Cross 66kV,-,Bengeworth Road,0.415,London Power Networks (LPN),Fossil Gas,Steam-gas turbine (CCGT),,,,1.0,,,,,,,,,,,,,No,Connected,1.0,1.0,1.128,,,2005-01-01,,,,,,,,,,,,,,2020-11-13,-0.0976316531699316,51.4787775852467,"51.4787775852467,-0.0976316531699316",NULL,Fossil fuel
